revision,price_usd,zona,created_at_first,created_at,days_old,number_of_bedrooms,number_of_bathrooms,m2,latitude,longitude
189,363636,Zona 9 de Mixco,2/26/20,6/3/20,98.00,3.00,3.00,222.00,14.61,-90.677
276,84416,Zona 21,1/16/20,6/3/20,139.00,4.00,3.00,138.00,14.531,-90.59
5,220779,Zona 14,5/25/20,5/25/20,0.00,4.00,4.00,422.00,14.51,-90.462
6,79221,Zona 21,5/25/20,5/25/20,0.00,3.00,3.00,130.00,14.516,-90.604
12,112442,Zona 7 de Mixco,2/17/20,5/25/20,98.00,3.00,2.00,101.00,14.632,-90.602
5,122078,Zona 21,5/25/20,5/25/20,0.00,5.00,4.00,169.00,14.534,-90.58
5,118831,Zona 21,5/25/20,5/25/20,0.00,5.00,4.00,169.00,14.534,-90.58
5,112987,Zona 21,5/25/20,5/25/20,0.00,4.00,5.00,183.00,14.53,-90.6
8,58442,Zona 21,5/25/20,5/26/20,1.00,3.00,3.00,83.00,14.5,-90.598
16,52013,Zona 21,1/15/20,4/16/20,92.00,3.00,1.00,59.00,14.544,-90.599
20,70779,Zona 21,11/14/19,5/15/20,183.00,3.00,1.00,115.00,14.531,-90.581
7,141558,Zona 21,5/24/20,5/24/20,0.00,3.00,2.00,179.00,14.505,-90.48
6,45455,Zona 8 de Mixco,5/24/20,5/24/20,0.00,4.00,2.00,150.00,14.547,-90.606
6,10390,Zona 21,5/24/20,5/24/20,0.00,3.00,2.00,64.00,14.491,-90.557
6,51299,Zona 21,6/2/20,6/2/20,0.00,3.00,1.00,60.00,14.541,-90.599
5,51299,Zona 21,5/31/20,5/31/20,0.00,3.00,1.00,60.00,14.541,-90.599
5,66234,Zona 21,2/8/20,2/8/20,0.00,3.00,2.00,69.00,14.519,-90.535
278,47403,Zona 21,1/16/20,6/3/20,139.00,3.00,1.00,130.00,14.522,-90.562
6,54545,Zona 16,5/20/20,5/20/20,0.00,4.00,3.00,117.00,14.544,-90.41
6,68831,Zona 21,5/19/20,5/19/20,0.00,3.00,3.00,110.00,14.503,-90.572
13,412000,Zona 14,2/14/20,5/19/20,95.00,5.00,4.00,650.00,14.536,-90.457
5,150000,Zona 15,3/4/20,3/4/20,0.00,2.00,3.00,120.00,14.575,-90.478
11,118831,Zona 21,1/15/20,4/16/20,92.00,5.00,4.00,169.00,14.53,-90.595
6,84416,Zona 21,3/3/20,3/3/20,0.00,3.00,2.00,139.00,14.529,-90.592
5,38312,Zona 21,3/7/20,3/7/20,0.00,3.00,1.00,52.00,14.53,-90.595
5,90260,Zona 21,5/18/20,5/18/20,0.00,3.00,2.00,120.00,14.477,-90.511
5,92857,Zona 21,5/18/20,5/18/20,0.00,3.00,2.00,102.00,14.477,-90.511
5,110390,Zona 9 de Mixco,5/18/20,5/18/20,0.00,3.00,2.00,177.00,14.59,-90.641
5,365000,Zona 15,3/20/20,3/20/20,0.00,4.00,5.00,453.00,14.575,-90.48
6,103247,Zona 16,5/17/20,5/17/20,0.00,4.00,2.00,134.00,14.541,-90.435
5,187662,Zona 21,5/17/20,5/17/20,0.00,3.00,3.00,221.00,14.493,-90.48
10,114416,Zona 21,2/7/20,5/17/20,100.00,4.00,4.00,183.00,14.53,-90.6
9,194805,Zona 12,10/15/19,5/22/20,220.00,4.00,2.00,286.00,14.571,-90.547
9,57143,Zona 21,5/19/20,5/27/20,8.00,3.00,2.00,83.00,14.555,-90.571
5,96104,Zona 21,5/18/20,5/18/20,0.00,3.00,3.00,112.00,14.526,-90.533
5,207662,Zona 15,5/14/20,5/14/20,0.00,4.00,2.00,265.00,14.572,-90.482
7,775000,Zona 14,5/13/20,5/14/20,1.00,4.00,4.00,630.00,14.566,-90.484
21,42208,Zona 21,5/7/20,5/13/20,6.00,3.00,1.00,56.00,14.55,-90.545
10,77273,Zona 14,5/7/20,5/7/20,0.00,3.00,1.00,70.00,14.556,-90.502
5,83000,Zona 14,5/7/20,5/7/20,0.00,1.00,1.00,63.00,14.572,-90.498
6,519481,Zona 12,5/5/20,5/6/20,1.00,6.00,7.00,25.00,14.587,-90.561
14,168831,Zona 12,1/31/20,5/5/20,95.00,3.00,2.00,145.00,14.569,-90.562
73,116870,Zona 15,4/30/20,6/3/20,34.00,1.00,1.00,89.00,14.573,-90.483
90,129987,Zona 11,4/22/20,6/3/20,42.00,3.00,2.00,115.00,14.607,-90.557
6,66240,Zona 21,4/21/20,4/21/20,0.00,2.00,2.00,71.00,14.524,-90.536
6,66235,Zona 21,4/21/20,4/21/20,0.00,2.00,2.00,70.00,14.524,-90.536
6,64740,Zona 21,4/21/20,4/21/20,0.00,2.00,2.00,69.00,14.524,-90.536
6,57143,Zona 21,4/19/20,4/19/20,0.00,3.00,2.00,93.00,14.55,-90.572
9,850000,Zona 14,1/18/20,4/19/20,92.00,5.00,5.00,750.00,14.573,-90.488
9,168831,Zona 21,1/15/20,4/15/20,91.00,3.00,4.00,250.00,14.55,-90.545
5,140000,Zona 14,4/11/20,4/11/20,0.00,4.00,4.00,240.00,14.572,-90.498
4,70130,Zona 21,4/10/20,4/10/20,0.00,4.00,3.00,125.00,14.554,-90.572
13,385000,Zona 10,3/18/20,5/30/20,73.00,2.00,0.00,268.00,14.591,-90.503
5,430000,Zona 14,4/1/20,4/1/20,0.00,4.00,3.00,520.00,14.572,-90.498
5,400000,Zona 14,4/1/20,4/1/20,0.00,4.00,3.00,560.00,14.572,-90.498
5,600000,Zona 14,4/1/20,4/1/20,0.00,4.00,3.00,420.00,14.572,-90.498
12,101299,Zona 14,8/29/19,3/29/20,213.00,3.00,4.00,130.00,14.562,-90.499
15,62273,Zona 21,3/12/20,3/28/20,16.00,3.00,2.00,116.00,14.543,-90.531
6,66234,Zona 21,3/28/20,3/28/20,0.00,2.00,2.00,70.00,14.524,-90.536
22,110390,Zona 8 de Mixco,12/5/19,3/28/20,114.00,3.00,4.00,145.00,14.587,-90.576
18,57143,Zona 21,9/18/19,3/27/20,191.00,3.00,2.00,90.00,14.55,-90.545
13,34416,Zona 21,3/19/20,5/12/20,54.00,3.00,1.00,70.00,14.548,-90.547
19,85364,Zona 21,3/11/20,3/16/20,5.00,3.00,3.00,128.00,14.543,-90.541
9,64740,Zona 21,11/28/19,3/12/20,105.00,2.00,2.00,70.00,14.524,-90.536
9,77922,Zona 21,3/10/20,3/11/20,1.00,4.00,2.00,125.00,14.55,-90.571
5,77922,Zona 21,12/11/19,3/11/20,91.00,3.00,2.00,140.00,14.536,-90.531
5,101299,Zona 12,3/10/20,3/10/20,0.00,5.00,3.00,200.00,14.571,-90.561
7,865000,Zona 21,3/4/20,3/10/20,6.00,4.00,6.00,900.00,14.55,-90.545
12,330000,Zona 14,12/9/19,5/11/20,154.00,4.00,3.00,420.00,14.572,-90.498
6,64740,Zona 21,10/3/19,3/9/20,158.00,3.00,2.00,69.00,14.526,-90.536
13,68052,Zona 21,10/8/19,3/9/20,153.00,3.00,2.00,108.00,14.55,-90.545
5,64740,Zona 21,2/8/20,2/8/20,0.00,2.00,2.00,69.00,14.524,-90.536
277,126623,Zona 21,1/16/20,6/3/20,139.00,10.00,5.00,450.00,14.534,-90.552
343,116883,Zona 21,1/16/20,6/3/20,139.00,9.00,3.00,250.00,14.537,-90.53
343,435000,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,254.00,14.596,-90.507
341,168295,Zona 15,1/16/20,6/3/20,139.00,1.00,2.00,99.00,14.598,-90.493
341,153123,Zona 12,1/16/20,6/3/20,139.00,3.00,2.00,113.00,14.573,-90.545
343,390000,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,178.00,14.589,-90.486
343,220000,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,153.00,14.586,-90.488
341,207448,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,131.00,14.597,-90.493
342,105461,Zona 15,1/16/20,6/3/20,139.00,1.00,1.00,66.00,14.597,-90.493
341,306900,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,187.00,14.598,-90.493
281,195000,Zona 14,1/16/20,6/3/20,139.00,3.00,3.00,250.00,14.565,-90.51
282,175000,Zona 14,1/16/20,6/3/20,139.00,3.00,3.00,200.00,14.565,-90.51
281,77922,Zona 14,1/16/20,6/3/20,139.00,3.00,1.00,70.00,14.567,-90.507
281,540000,Zona 15,1/16/20,6/3/20,139.00,4.00,4.00,750.00,14.568,-90.487
282,309000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,307.00,14.577,-90.482
281,309000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,307.00,14.575,-90.484
281,125000,Zona 13,1/16/20,6/3/20,139.00,2.00,2.00,128.00,14.563,-90.525
279,71429,Zona 15,1/16/20,6/3/20,139.00,4.00,3.00,155.00,14.574,-90.496
281,370000,Zona 14,1/16/20,6/3/20,139.00,2.00,3.00,239.00,14.581,-90.512
281,188000,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,98.00,14.591,-90.492
281,295000,Zona 10,1/16/20,6/3/20,139.00,3.00,3.00,225.00,14.589,-90.51
282,260100,Zona 14,1/16/20,6/3/20,139.00,2.00,2.00,114.00,14.588,-90.515
282,890635,Zona 14,1/16/20,6/3/20,139.00,3.00,4.00,449.00,14.581,-90.514
282,156800,Zona 15,1/16/20,6/3/20,139.00,1.00,2.00,98.00,14.593,-90.486
281,692070,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,410.00,14.587,-90.489
287,250000,Zona 15,1/16/20,6/3/20,139.00,4.00,4.00,300.00,14.568,-90.487
281,279000,Zona 14,1/16/20,6/3/20,139.00,3.00,3.00,178.00,14.587,-90.512
284,243500,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,146.00,14.593,-90.486
283,239000,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,169.00,14.595,-90.508
282,618657,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,340.00,14.587,-90.486
283,301340,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,178.00,14.597,-90.493
279,430000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,430.00,14.565,-90.485
280,633173,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,361.00,14.584,-90.489
280,137080,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,99.00,14.581,-90.5
282,232907,Zona 14,1/16/20,6/3/20,139.00,3.00,3.00,161.00,14.581,-90.508
281,696000,Zona 14,1/16/20,6/3/20,139.00,3.00,4.00,250.00,14.584,-90.516
281,350000,Zona 10,1/16/20,6/3/20,139.00,2.00,3.00,172.00,14.59,-90.5
279,525000,Zona 14,1/16/20,6/3/20,139.00,4.00,4.00,550.00,14.584,-90.528
279,124500,Zona 10,1/16/20,6/3/20,139.00,2.00,1.00,78.00,14.585,-90.503
280,226847,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,173.00,14.574,-90.484
281,200000,Zona 10,1/16/20,6/3/20,139.00,2.00,2.00,120.00,14.595,-90.501
282,165750,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,112.00,14.588,-90.489
282,176500,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,112.00,14.588,-90.489
277,250000,Zona 14,1/16/20,6/3/20,139.00,2.00,3.00,142.00,14.582,-90.516
279,179000,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,121.00,14.599,-90.493
281,103247,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,143.00,14.573,-90.494
281,155000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,220.00,14.571,-90.492
282,536950,Zona 14,1/16/20,6/3/20,139.00,3.00,4.00,281.00,14.584,-90.515
281,380000,Zona 10,1/16/20,6/3/20,139.00,2.00,3.00,240.00,14.595,-90.502
282,405170,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,238.00,14.597,-90.493
282,188578,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,127.00,14.587,-90.489
281,180000,Zona 10,1/16/20,6/3/20,139.00,3.00,2.00,135.00,14.585,-90.503
285,590760,Zona 14,1/16/20,6/3/20,139.00,3.00,4.00,325.00,14.581,-90.512
281,353975,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,197.00,14.594,-90.489
281,225000,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,225.00,14.589,-90.495
279,209551,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,117.00,14.598,-90.493
281,155844,Zona 21,1/16/20,6/3/20,139.00,7.00,3.00,260.00,14.539,-90.552
283,341290,Zona 14,1/16/20,6/3/20,139.00,2.00,3.00,169.00,14.581,-90.512
281,153700,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,120.00,14.579,-90.484
281,625000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,275.00,14.592,-90.491
279,189187,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,111.00,14.598,-90.493
285,795000,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,494.00,14.598,-90.502
281,714607,Zona 14,1/16/20,6/3/20,139.00,3.00,4.00,449.00,14.587,-90.512
283,600000,Zona 14,1/16/20,6/3/20,139.00,2.00,3.00,210.00,14.586,-90.515
282,562400,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,308.00,14.585,-90.489
282,192500,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,127.00,14.588,-90.489
282,592751,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,328.00,14.573,-90.483
281,489800,Zona 14,1/16/20,6/3/20,139.00,3.00,3.00,235.00,14.581,-90.512
280,311010,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,174.00,14.594,-90.489
281,695000,Zona 14,1/16/20,6/3/20,139.00,3.00,4.00,378.00,14.574,-90.521
282,918630,Zona 14,1/16/20,6/3/20,139.00,3.00,4.00,794.00,14.581,-90.512
281,330000,Zona 10,1/16/20,6/3/20,139.00,2.00,3.00,269.00,14.59,-90.5
281,425000,Zona 14,1/16/20,6/3/20,139.00,3.00,4.00,342.00,14.586,-90.517
279,500000,Zona 14,1/16/20,6/3/20,139.00,4.00,5.00,510.00,14.587,-90.512
277,350000,Zona 14,1/16/20,6/3/20,139.00,2.00,3.00,162.00,14.587,-90.512
282,675050,Zona 15,1/16/20,6/3/20,139.00,4.00,4.00,498.00,14.594,-90.489
8,450000,Zona 15,3/11/20,5/3/20,53.00,3.00,3.00,254.00,14.599,-90.493
6,454545,Zona 21,4/20/20,4/20/20,0.00,5.00,3.00,2195.00,14.513,-90.541
6,91987,Zona 8 de Mixco,5/18/20,5/18/20,0.00,3.00,3.00,144.00,14.56,-90.595
6,68727,Zona 9 de Mixco,6/2/20,6/2/20,0.00,4.00,2.00,118.00,14.525,-90.628
6,77922,Zona 9 de Mixco,6/2/20,6/2/20,0.00,4.00,3.00,130.00,14.533,-90.635
185,150909,Zona 15,3/3/20,6/3/20,92.00,3.00,2.00,123.00,14.54,-90.455
24,181818,Zona 15,3/17/20,5/15/20,59.00,3.00,3.00,350.00,14.564,-90.47
5,181818,,5/31/20,5/31/20,0.00,3.00,4.00,221.00,14.463,-90.443
5,103247,Zona 16,5/31/20,5/31/20,0.00,4.00,2.00,134.00,14.544,-90.41
5,148701,,5/31/20,5/31/20,0.00,3.00,3.00,221.00,14.463,-90.443
6,75547,,5/31/20,5/31/20,0.00,3.00,3.00,155.43,14.463,-90.443
6,92532,,5/31/20,5/31/20,0.00,3.00,3.00,175.00,14.463,-90.443
9,156000,,5/29/20,5/30/20,1.00,4.00,2.00,252.00,14.463,-90.443
6,70805,Zona 17,5/29/20,5/29/20,0.00,3.00,2.00,84.00,14.654,-90.465
19,220000,Zona 16,2/27/20,5/28/20,91.00,3.00,3.00,328.00,14.589,-90.472
5,17532,Zona 14,5/28/20,5/28/20,0.00,3.00,3.00,240.00,14.525,-90.448
5,225000,Zona 16,5/28/20,5/28/20,0.00,3.00,3.00,265.00,14.53,-90.444
5,191558,,5/27/20,5/27/20,0.00,3.00,3.00,244.00,14.633,-90.599
7,500000,Zona 15,5/13/20,5/14/20,1.00,3.00,4.00,324.00,14.575,-90.483
5,188312,Zona 15,5/5/20,5/5/20,0.00,3.00,4.00,245.00,14.575,-90.48
4,101299,Zona 15,5/5/20,5/5/20,0.00,3.00,3.00,200.00,14.575,-90.48
5,38961,Zona 15,5/3/20,5/3/20,0.00,3.00,1.00,56.00,14.575,-90.48
5,190000,Zona 15,5/3/20,5/3/20,0.00,4.00,4.00,230.00,14.575,-90.48
4,323760,Zona 15,5/3/20,5/3/20,0.00,5.00,4.00,662.26,14.575,-90.48
5,207792,Zona 15,4/30/20,4/30/20,0.00,5.00,6.00,688.00,14.575,-90.48
5,355000,Zona 15,4/24/20,4/24/20,0.00,4.00,3.00,316.00,14.575,-90.48
5,180000,Zona 15,4/20/20,4/20/20,0.00,3.00,2.00,192.00,14.575,-90.48
5,155844,Zona 15,4/20/20,4/20/20,0.00,3.00,4.00,254.00,14.575,-90.48
5,285000,Zona 15,4/16/20,4/16/20,0.00,4.00,3.00,320.00,14.575,-90.48
5,89610,Zona 15,4/16/20,4/16/20,0.00,3.00,2.00,137.00,14.575,-90.48
5,250000,Zona 15,4/14/20,4/14/20,0.00,3.00,2.00,220.00,14.575,-90.48
5,365000,Zona 15,4/14/20,4/14/20,0.00,3.00,2.00,453.00,14.575,-90.48
9,400000,Zona 16,4/10/20,5/4/20,24.00,5.00,5.00,410.00,14.571,-90.471
10,129221,Zona 15,1/9/20,4/9/20,91.00,4.00,5.00,500.00,14.575,-90.48
5,142844,Zona 15,10/4/19,3/26/20,174.00,2.00,2.00,72.00,14.574,-90.481
5,235000,Zona 15,3/26/20,3/26/20,0.00,3.00,3.00,171.00,14.575,-90.48
7,550000,Zona 15,3/23/20,3/24/20,1.00,3.00,2.00,252.00,14.599,-90.493
11,207792,Zona 14,10/24/19,3/20/20,148.00,3.00,3.00,235.00,14.569,-90.494
9,300000,Zona 15,12/19/19,3/20/20,92.00,1.00,1.00,600.00,14.575,-90.48
5,775000,Zona 15,3/19/20,3/19/20,0.00,3.00,4.00,350.00,14.611,-90.488
7,370000,Zona 15,7/26/19,3/18/20,236.00,4.00,2.00,400.00,14.575,-90.48
7,550000,Zona 15,7/11/19,3/12/20,245.00,4.00,3.00,480.00,14.575,-90.48
9,150000,Zona 15,9/12/19,3/12/20,182.00,3.00,2.00,350.00,14.575,-90.48
5,2500000,Zona 15,3/12/20,3/12/20,0.00,4.00,4.00,2000.00,14.575,-90.48
5,140130,Zona 13,3/10/20,3/10/20,0.00,2.00,2.00,140.76,14.556,-90.53
5,272727,Zona 14,3/9/20,3/9/20,0.00,3.00,4.00,300.00,14.564,-90.479
12,35714,Zona 21,12/7/19,3/7/20,91.00,3.00,2.00,75.00,14.55,-90.545
5,650000,Zona 14,3/6/20,3/6/20,0.00,4.00,4.00,670.00,14.563,-90.48
5,4600000,Zona 14,3/5/20,3/5/20,0.00,5.00,5.00,1800.00,14.564,-90.479
343,532468,Zona 15,1/16/20,6/3/20,139.00,5.00,6.00,444.00,14.555,-90.476
341,650000,Zona 15,1/16/20,6/3/20,139.00,5.00,7.00,580.00,14.566,-90.477
343,240000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,181.00,14.577,-90.478
341,2500000,Zona 15,1/16/20,6/3/20,139.00,4.00,6.00,800.00,14.576,-90.471
343,250000,Zona 15,1/16/20,6/3/20,139.00,4.00,4.00,230.00,14.555,-90.476
339,625000,Zona 15,1/16/20,6/3/20,139.00,6.00,6.00,536.00,14.566,-90.477
344,123377,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,200.00,14.555,-90.476
341,681450,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,284.00,14.573,-90.483
341,700000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,383.00,14.576,-90.479
1804,800000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,450.00,14.576,-90.474
281,200000,Zona 15,1/16/20,6/3/20,139.00,2.00,2.00,152.00,14.579,-90.479
279,200000,Zona 15,1/16/20,6/3/20,139.00,2.00,4.00,152.00,14.566,-90.478
282,400000,Zona 15,1/16/20,6/3/20,139.00,4.00,3.00,455.00,14.573,-90.47
280,400000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,250.00,14.571,-90.484
280,315000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,307.00,14.573,-90.484
281,287194,Zona 14,1/16/20,6/3/20,139.00,2.00,3.00,150.00,14.583,-90.518
281,206577,Zona 14,1/16/20,6/3/20,139.00,1.00,2.00,107.00,14.583,-90.518
281,650000,Zona 15,1/16/20,6/3/20,139.00,5.00,5.00,600.00,14.578,-90.475
282,510484,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,273.00,14.573,-90.482
281,188312,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,350.00,14.555,-90.476
279,1350000,Zona 15,1/16/20,6/3/20,139.00,5.00,7.00,1185.00,14.576,-90.479
280,400000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,388.00,14.561,-90.475
281,235000,Zona 15,1/16/20,6/3/20,139.00,3.00,2.00,129.00,14.596,-90.491
279,180000,Zona 14,1/16/20,6/3/20,139.00,1.00,2.00,125.00,14.581,-90.512
282,344996,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,255.00,14.573,-90.484
282,645365,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,337.00,14.589,-90.491
281,103847,Zona 16,1/16/20,6/3/20,139.00,1.00,1.00,79.00,14.603,-90.475
281,1050000,Zona 15,1/16/20,6/3/20,139.00,4.00,5.00,900.00,14.571,-90.486
283,103572,Zona 16,1/16/20,6/3/20,139.00,1.00,2.00,71.00,14.602,-90.479
277,475000,Zona 15,1/16/20,6/3/20,139.00,4.00,8.00,590.00,14.574,-90.474
281,298701,Zona 15,1/16/20,6/3/20,139.00,6.00,6.00,374.00,14.577,-90.478
283,335378,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,293.00,14.566,-90.477
279,195000,Zona 13,1/16/20,6/3/20,139.00,3.00,3.00,225.00,14.558,-90.528
281,700000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,704.00,14.576,-90.479
281,430902,Zona 16,1/16/20,6/3/20,139.00,3.00,3.00,232.00,14.611,-90.484
281,469844,Zona 16,1/16/20,6/3/20,139.00,3.00,4.00,268.00,14.607,-90.49
282,684912,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,363.00,14.585,-90.49
282,280000,Zona 15,1/16/20,6/3/20,139.00,2.00,3.00,210.00,14.566,-90.477
279,600000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,252.00,14.593,-90.492
279,630000,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,345.00,14.598,-90.502
280,288200,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,193.00,14.588,-90.489
282,671213,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,356.00,14.585,-90.489
281,850000,Zona 10,1/16/20,6/3/20,139.00,3.00,4.00,628.00,14.598,-90.502
282,600000,Zona 15,1/16/20,6/3/20,139.00,3.00,3.00,252.00,14.592,-90.491
281,1250000,Zona 16,1/16/20,6/3/20,139.00,4.00,5.00,475.00,14.613,-90.487
281,340000,Zona 15,1/16/20,6/3/20,139.00,3.00,4.00,410.00,14.555,-90.476
9,260000,Zona 16,9/9/19,5/22/20,256.00,4.00,3.00,254.00,14.607,-90.469
256,148495,Zona 16,2/8/20,6/3/20,116.00,2.00,2.00,104.00,14.608,-90.468
255,197308,Zona 16,2/8/20,6/3/20,116.00,3.00,2.00,131.00,14.608,-90.468
253,167633,Zona 16,2/8/20,6/3/20,116.00,3.00,2.00,131.00,14.608,-90.468
258,101551,Zona 16,2/8/20,6/3/20,116.00,1.00,1.00,65.00,14.608,-90.468
258,103868,Zona 16,2/8/20,6/3/20,116.00,1.00,1.00,65.00,14.608,-90.468
254,192674,Zona 16,2/8/20,6/3/20,116.00,3.00,2.00,131.00,14.608,-90.468
283,645000,Zona 15,1/16/20,6/3/20,139.00,4.00,7.00,655.00,14.559,-90.47
7,390000,Zona 16,5/5/20,5/6/20,1.00,4.00,0.00,1120.00,14.568,-90.457
75,84416,Zona 15,4/29/20,6/3/20,35.00,2.00,3.00,112.00,14.573,-90.483
75,103247,Zona 15,4/29/20,6/3/20,35.00,3.00,3.00,132.00,14.573,-90.483
6,250000,Zona 16,4/28/20,4/28/20,0.00,4.00,3.00,272.00,14.608,-90.457
9,235000,Zona 15,4/25/20,4/25/20,0.00,4.00,3.00,340.00,14.575,-90.48
267,625000,Zona 15,1/24/20,6/3/20,131.00,6.00,6.00,536.00,14.562,-90.464
9,1038961,Zona 15,4/20/20,4/21/20,1.00,4.00,4.00,1000.00,14.575,-90.48
5,201299,Zona 16,4/19/20,4/19/20,0.00,4.00,5.00,231.00,14.601,-90.452
6,258571,Zona 14,4/18/20,4/18/20,0.00,4.00,5.00,335.00,14.544,-90.478
4,249000,Zona 16,4/17/20,4/17/20,0.00,3.00,2.00,500.00,14.567,-90.465
5,215000,Zona 16,4/15/20,4/15/20,0.00,3.00,3.00,220.00,14.607,-90.469
13,360000,Zona 16,1/12/20,4/15/20,94.00,3.00,3.00,448.00,14.571,-90.471
34,139000,Zona 16,11/25/19,4/15/20,142.00,3.00,2.00,125.00,14.596,-90.46
9,118000,Zona 16,4/14/20,5/1/20,17.00,3.00,2.00,160.00,14.568,-90.457
15,140000,Zona 15,1/10/20,4/12/20,93.00,1.00,1.00,82.00,14.572,-90.484
5,90000,Zona 16,4/12/20,4/12/20,0.00,2.00,1.00,75.00,14.562,-90.464
5,74675,Zona 15,4/12/20,4/12/20,0.00,1.00,2.00,150.00,14.575,-90.48
12,103896,Zona 16,9/6/19,4/11/20,218.00,1.00,1.00,57.00,14.558,-90.458
5,91558,Zona 15,4/6/20,4/6/20,0.00,3.00,2.00,122.00,14.575,-90.48
5,146753,Zona 15,4/6/20,4/6/20,0.00,3.00,2.00,274.00,14.575,-90.48
5,155844,Zona 15,4/6/20,4/6/20,0.00,3.00,2.00,254.00,14.575,-90.48
5,275000,Zona 15,4/6/20,4/6/20,0.00,3.00,2.00,25.00,14.575,-90.48
5,850000,Zona 16,4/5/20,4/5/20,0.00,4.00,4.00,600.72,14.586,-90.468
10,350000,Zona 16,2/18/20,5/10/20,82.00,3.00,3.00,250.00,14.555,-90.466
16,233000,Zona 16,12/28/19,4/1/20,95.00,4.00,3.00,270.00,14.556,-90.459
9,480000,Zona 15,3/31/20,4/1/20,1.00,3.00,4.00,503.00,14.575,-90.48
5,121429,Zona 15,3/26/20,3/26/20,0.00,3.00,2.00,122.00,14.575,-90.48
12,330000,Zona 16,12/5/19,3/25/20,111.00,4.00,5.00,270.00,14.607,-90.469
6,600000,Zona 15,3/25/20,3/25/20,0.00,4.00,5.00,500.00,14.575,-90.48
10,400000,Zona 15,12/5/19,3/25/20,111.00,3.00,4.00,497.00,14.575,-90.48
10,237990,Zona 16,12/6/19,3/25/20,110.00,3.00,3.00,190.00,14.607,-90.469
7,130000,Zona 15,3/24/20,4/24/20,31.00,3.00,2.00,145.00,14.575,-90.48
8,285000,Zona 15,3/24/20,4/24/20,31.00,3.00,3.00,261.00,14.575,-90.48
7,495000,Zona 15,3/24/20,4/24/20,31.00,4.00,4.00,400.00,14.575,-90.48
5,443000,Zona 16,3/24/20,3/24/20,0.00,4.00,4.00,410.00,14.606,-90.468
5,130000,Zona 16,3/24/20,3/24/20,0.00,2.00,1.00,81.90,14.606,-90.472
9,220000,Zona 16,12/18/19,3/20/20,93.00,3.00,2.00,240.00,14.606,-90.457
5,1485000,Zona 16,11/11/19,3/20/20,130.00,4.00,4.00,564.00,14.607,-90.47
